order_id,order_date,state,region,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned
ORD-100482,2024-12-06,Oyo,South-West,WhatsApp Commerce,Books,ACCA F3 Textbook,3734.48,2,0,7468.96,Bank Transfer,22.0,Male,Premium,3.0,1.0,False
ORD-100483,2024-12-07,Delta,South-South,WhatsApp Commerce,Furniture,Computer Work Desk,444762.09,1,20,355809.67,POS,43.0,Female,Premium,2.0,13.0,False
ORD-100484,2024-12-09,Oyo,South-West,WhatsApp Commerce,Beauty,Maybelline Mascara,11496.99,2,5,21844.28,Card,43.0,Female,VIP,3.0,9.0,False
ORD-100485,2024-12-10,Delta,South-South,Jumia,Fashion,Men Agbada Set,16562.8,3,5,47203.98,Bank Transfer,19.0,Female,Premium,3.0,9.0,False
ORD-100486,2024-12-11,Kano,North-West,Flutterwave Store,Books,JAMB CBT Practice Book,6046.8,2,0,12093.6,POS,37.0,Male,Regular,2.0,8.0,True
ORD-100487,2024-12-13,Rivers,South-South,Konga,Books,WAEC Past Questions 2024,8429.42,1,0,8429.42,Pay on Delivery,,Male,Premium,4.0,8.0,False
ORD-100488,2024-12-14,Lagos,South-West,Konga,Fashion,Female Gele Headtie,8694.65,4,20,27822.88,USSD,60.0,Male,Regular,4.0,11.0,False
ORD-100489,2024-12-16,Oyo,South-West,Konga,Beauty,Dark & Lovely Relaxer,11676.3,1,15,9924.86,Bank Transfer,18.0,Female,Regular,1.0,12.0,False
ORD-100490,2024-12-17,Enugu,South-East,Konga,Fashion,Female Gele Headtie,27485.09,2,0,54970.18,Card,37.0,Male,Premium,1.0,1.0,False
ORD-100491,2024-12-19,Oyo,South-West,WhatsApp Commerce,Books,ICAN Study Pack,11444.7,1,15,9728.0,Pay on Delivery,59.0,Female,VIP,4.0,11.0,False
ORD-100492,2024-12-20,Lagos,South-West,Konga,Fashion,Men Native Senator,13232.43,1,10,11909.19,POS,17.0,Male,New,5.0,8.0,False
ORD-100493,2024-12-22,Delta,South-South,Flutterwave Store,Books,Nigerian Law Reports Vol 12,5079.91,2,5,9651.83,USSD,39.0,Male,New,3.0,10.0,False
ORD-100494,2024-12-23,Oyo,South-West,WhatsApp Commerce,Books,ACCA F3 Textbook,5297.07,1,15,4502.51,Card,49.0,Female,Premium,5.0,3.0,False
ORD-100495,2024-12-25,Kaduna,North-West,Konga,Furniture,L-Shape Office Sofa,312630.62,1,0,312630.62,POS,42.0,Female,Premium,3.0,11.0,True
ORD-100496,2024-12-26,Kano,North-West,Jumia,Electronics,LG Air Conditioner 1.5HP,134505.24,1,15,114329.45,POS,56.0,Male,Regular,4.0,7.0,False
ORD-100497,2024-12-28,Rivers,South-South,Jiji,Books,WAEC Past Questions 2024,6961.93,1,10,6265.74,Bank Transfer,16.0,Male,Premium,1.0,11.0,False
ORD-100498,2024-12-29,Lagos,South-West,Jiji,Beauty,Maybelline Mascara,19719.33,1,20,15775.46,Bank Transfer,23.0,Male,Regular,1.0,1.0,True
ORD-100499,2024-12-31,Rivers,South-South,Jiji,Groceries,Honeywell Flour 10kg,5790.39,1,5,5500.87,Card,38.0,Female,VIP,5.0,1.0,True
ORD-100308,2024-03-26,Enugu,South-East,Konga,Phones & Tablets,Samsung Galaxy A55,677559.58,1,20,542047.66,Bank Transfer,43.0,Female,Regular,2.0,7.0,False
ORD-100013,2023-01-20,Kano,North-West,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,467819.11,4,15,1590584.97,Pay on Delivery,48.0,Female,VIP,5.0,11.0,False
ORD-100414,2024-08-28,Kano,North-West,Jiji,Books,ICAN Study Pack,6376.21,3,0,19128.63,USSD,45.0,Female,VIP,3.0,1.0,False
ORD-100032,2023-02-16,Rivers,South-South,Konga,Electronics,Hisense Chest Freezer,181860.4,2,20,290976.64,POS,,Female,Regular,2.0,999.0,False
ORD-100460,2024-11-03,Abuja,North-Central,Jiji,Electronics,Scanfrost Refrigerator,216621.55,3,15,552384.95,Card,16.0,Female,New,1.0,8.0,False
ORD-100155,2023-08-15,Abuja,North-Central,Jumia,Furniture,6ft Orthopedic Mattress,68557.18,2,15,116547.21,Pay on Delivery,21.0,Male,VIP,5.0,9.0,True
ORD-100249,2023-12-31,Kano,North-West,Flutterwave Store,Fashion,Female Aso-Oke,39969.58,1,10,35972.62,USSD,16.0,Female,VIP,5.0,10.0,False
ORD-100217,2023-11-14,Oyo,South-West,Konga,Books,Nigerian Law Reports Vol 12,11261.17,4,0,45044.68,Card,25.0,Female,New,4.0,8.0,True
ORD-100221,2023-11-20,Kano,North-West,Konga,Groceries,Honeywell Flour 10kg,538.12,1,0,538.12,Pay on Delivery,56.0,Male,Premium,5.0,8.0,False
ORD-100293,2024-03-04,Abuja,North-Central,Jiji,Books,ACCA F3 Textbook,5343.01,1,0,5343.01,Pay on Delivery,21.0,Female,Premium,1.0,2.0,False
ORD-100132,2023-07-13,Lagos,South-West,Flutterwave Store,Furniture,L-Shape Office Sofa,406889.07,3,5,1159633.85,Pay on Delivery,40.0,Male,Premium,2.0,6.0,True
ORD-100465,2024-11-11,Kaduna,North-West,Flutterwave Store,Electronics,LG Air Conditioner 1.5HP,38159.48,2,5,72503.01,Bank Transfer,55.0,Female,New,5.0,10.0,False
ORD-100438,2024-10-02,Kaduna,North-West,Jumia,Phones & Tablets,Samsung Galaxy A55,516005.09,4,20,1651216.29,POS,45.0,Female,New,5.0,7.0,False
ORD-100179,2023-09-19,Kano,North-West,WhatsApp Commerce,Fashion,Ankara Midi Dress,44540.36,3,10,120258.97,Pay on Delivery,,Male,VIP,2.0,12.0,False
ORD-100497,2024-12-28,Rivers,South-South,Jiji,Books,WAEC Past Questions 2024,6961.93,1,10,6265.74,Bank Transfer,16.0,Male,Premium,1.0,11.0,False
